Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ3935E-R52.jpg","273-OJ6835E-R52TR-ND,273-OJ6835E-R52CT-ND","OJ6835E-R52","Ohmite","Ohmite","RES 68K OHM 5% 1/8W AXIAL","50,000","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","68 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ3935E-R52.jpg","273-OJ9125E-R52TR-ND,273-OJ9125E-R52CT-ND","OJ9125E-R52","Ohmite","Ohmite","RES 9.1K OHM 5% 1/8W AXIAL","50,000","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","9.1 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ10G5E-R52.jpg","273-OJ2705E-R52TR-ND,273-OJ2705E-R52CT-ND","OJ2705E-R52","Ohmite","Ohmite","RES 27 OHM 5% 1/8W AXIAL","49,990","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","27 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ10G5E-R52.jpg","273-OJ3925E-R52TR-ND,273-OJ3925E-R52CT-ND","OJ3925E-R52","Ohmite","Ohmite","RES 3.9K OHM 5% 1/8W AXIAL","49,990","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","3.9 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ3935E-R52.jpg","273-OJ4705E-R52TR-ND,273-OJ4705E-R52CT-ND","OJ4705E-R52","Ohmite","Ohmite","RES 47 OHM 5% 1/8W AXIAL","49,980","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","47 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ10G5E-R52.jpg","273-OJ1525E-R52TR-ND,273-OJ1525E-R52CT-ND","OJ1525E-R52","Ohmite","Ohmite","RES 1.5K OHM 5% 1/8W AXIAL","49,945","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","1.5 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ3935E-R52.jpg","273-OJ4715E-R52TR-ND,273-OJ4715E-R52CT-ND","OJ4715E-R52","Ohmite","Ohmite","RES 470 OHM 5% 1/8W AXIAL","49,891","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","470 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ10G5E-R52.jpg","273-OJ10G5E-R52TR-ND,273-OJ10G5E-R52CT-ND","OJ10G5E-R52","Ohmite","Ohmite","RES 1 OHM 5% 1/8W AXIAL","49,860","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","1 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","±350ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6025/MFG_OJ10G5E-R52.jpg","273-OJ1535E-R52TR-ND,273-OJ1535E-R52CT-ND","OJ1535E-R52","Ohmite","Ohmite","RES 15K OHM 5% 1/8W AXIAL","48,797","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","Little Rebel® OJ","Active","15 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.seielect.com/catalog/sei-cf_cfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2501/CF%20Series%20300.jpg","738-CF18JA300RCT-ND,738-CF18JA300RTB-ND","CF18JA300R","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 300 OHM 5% 1/8W AXIAL","8,128","0.1","0","1","Cut Tape (CT),Tape & Box (TB)","CF","Active","300 Ohms","±5%","0.125W, 1/8W","Carbon Film","Flame Retardant Coating, Safety","0/ -400ppm/°C","-55°C ~ 155°C","Axial","Axial","0.067"" Dia x 0.130"" L (1.70mm x 3.30mm)","-","2","-"
"https://www.seielect.com/catalog/sei-cf_cfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2456/CF%20Series%2010k.jpg","738-CF18JA10K0CT-ND,738-CF18JA10K0TB-ND","CF18JA10K0","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 10K OHM 5% 1/8W AXIAL","4,890","0.1","0","1","Cut Tape (CT),Tape & Box (TB)","CF","Active","10 kOhms","±5%","0.125W, 1/8W","Carbon Film","Flame Retardant Coating, Safety","0/ -500ppm/°C","-55°C ~ 155°C","Axial","Axial","0.067"" Dia x 0.130"" L (1.70mm x 3.30mm)","-","2","-"
"https://www.seielect.com/catalog/sei-cf_cfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2432/CF%20Series%201k.jpg","738-CF18JA1K00CT-ND,738-CF18JA1K00TB-ND","CF18JA1K00","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 1K OHM 5% 1/8W AXIAL","4,840","0.1","0","1","Cut Tape (CT),Tape & Box (TB)","CF","Active","1 kOhms","±5%","0.125W, 1/8W","Carbon Film","Flame Retardant Coating, Safety","0/ -400ppm/°C","-55°C ~ 155°C","Axial","Axial","0.067"" Dia x 0.130"" L (1.70mm x 3.30mm)","-","2","-"
"https://www.seielect.com/catalog/sei-cf_cfm.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2443/CF%20Series%2018m.jpg","738-CF18JT18M0TR-ND,738-CF18JT18M0CT-ND","CF18JT18M0","Stackpole Electronics Inc","Stackpole Electronics Inc","RES 18M OHM 5% 1/8W AXIAL","4,092","0.1","0","1","Tape & Reel (TR),Cut Tape (CT)","CF","Active","18 MOhms","±5%","0.125W, 1/8W","Carbon Film","Flame Retardant Coating, Safety","0/ -1500ppm/°C","-55°C ~ 155°C","Axial","Axial","0.067"" Dia x 0.130"" L (1.70mm x 3.30mm)","-","2","-"
"https://www.koaspeer.com/pdfs/CF.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2497/CF%20Series%2010.jpg","2019-CF1/8CT52R106JTR-ND,2019-CF1/8CT52R106JCT-ND","CF1/8CT52R106J","KOA Speer Electronics, Inc.","KOA Speer Electronics, Inc.","RESISTOR","5,000","0.14","0","1","Tape & Reel (TR),Cut Tape (CT)","CF","Active","10 MOhms","±5%","0.125W, 1/8W","Carbon Film","Flame Proof, Safety","-","-55°C ~ 155°C","Axial","Axial","-","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W1KJTB-ND","CF1/8W1KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 1K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","1 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W2K2JTB-ND","CF1/8W2K2JTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 2.2K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","2.2 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W3KJTB-ND","CF1/8W3KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 3K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","3 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W2KJTB-ND","CF1/8W2KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 2K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","2 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","-","2485-OJ2015E-R52TR-ND","OJ2015E-R52","Ohmite","Ohmite","RES 200 OHM 5% 1/8W AXIAL","10,000","0.31","0","1","Tape & Reel (TR)","Little Rebel® OJ","Active","200 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-450ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"https://www.ohmite.com/assets/docs/res_little_rebel.pdf?r=false","-","2485-OJ1005E-R52TR-ND","OJ1005E-R52","Ohmite","Ohmite","RES 10 OHM 5% 1/8W AXIAL","25,000","0.33","0","1","Tape & Reel (TR)","Little Rebel® OJ","Active","10 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","±350ppm/°C","-","Axial","Axial","0.073"" Dia x 0.138"" L (1.85mm x 3.50mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W3K3JTB-ND","CF1/8W3K3JTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 3.3K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","3.3 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W330RJTB-ND","CF1/8W330RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 330 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","330 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W680KJTB-ND","CF1/8W680KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 680K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","680 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","0/ -700ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W30KJTB-ND","CF1/8W30KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 30K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","30 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W220RJTB-ND","CF1/8W220RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 220 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","220 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W470KJTB-ND","CF1/8W470KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 470K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","470 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","0/ -700ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W300RJTB-ND","CF1/8W300RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 300 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","300 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W220KJTB-ND","CF1/8W220KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 220K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","220 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","0/ -700ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W39RJTB-ND","CF1/8W39RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 39 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","39 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W51KJTB-ND","CF1/8W51KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 51K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","51 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W150RJTB-ND","CF1/8W150RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 150 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","150 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W10KJTB-ND","CF1/8W10KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 10K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","10 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W510KJTB-ND","CF1/8W510KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 510K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","510 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","0/ -700ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W68KJTB-ND","CF1/8W68KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 68K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","68 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W4K7JTB-ND","CF1/8W4K7JTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 4.7K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","4.7 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W51RJTB-ND","CF1/8W51RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 51 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","51 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W15KJTB-ND","CF1/8W15KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 15K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","15 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W47RJTB-ND","CF1/8W47RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 47 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","47 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W6K8JTB-ND","CF1/8W6K8JTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 6.8K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","6.8 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W1MJTB-ND","CF1/8W1MJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 1M OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","1 MOhms","±5%","0.125W, 1/8W","Carbon Film","-","0/ -700ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W100KJTB-ND","CF1/8W100KJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 100K OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","100 kOhms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W270RJTB-ND","CF1/8W270RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 270 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","270 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W10MJTB-ND","CF1/8W10MJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 10M OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","10 MOhms","±5%","0.125W, 1/8W","Carbon Film","-","0/ -1500ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W680RJTB-ND","CF1/8W680RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 680 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","680 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2464/CF%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2639/MFG_Carbon-film-resistor.jpg","4491-CF1/8W100RJTB-ND","CF1/8W100RJTB","Lumimax Optoelectronic Technology","Lumimax Optoelectronic Technology","RES 100 OHM 5% 1/8W AXIAL","5,000","0.01262","0","5000","Tape & Box (TB)","CF","Active","100 Ohms","±5%","0.125W, 1/8W","Carbon Film","-","-500/ +350ppm/°C","-55°C ~ 155°C","Axial","Axial","0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)","-","2","-"
